query,image,image_filename,answer,page_number,chunk_type,text_description,chunk_id,is_noise
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,text,"18//

A Guide to Trade Finance

2.4.2 Key considerations",1c13544248fda6951a76950a332e334a_10_0,0
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,text,"Parties involved:

— Principal - the party entrusting the handling of a collection to a bank.

— Remitting bank - the bank to which the principal has entrusted the handling of a collection.

— Collecting bank - any bank, other than the remitting bank, involved in processing the collection.

— Presenting bank - the collecting bank making presentation to the drawee.

— Drawee - the party to whom presentation is made for payment, acceptance, or other specified consideration.",1c13544248fda6951a76950a332e334a_10_1,0
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,text,"See also Section 2.8: ICC rules and standards

2.4.3 Workflow

Figure 7: Collections workflow

Source: David Meynell

Copyright® 2020 Deutsche Bank AG. All rights reserved",1c13544248fda6951a76950a332e334a_10_2,0
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,text,"2.4.4 In practice

As noted in the risk ladder diagram (see Figure 4), collections sit between open account and documentary credits. However, this does not absolve participants from undergoing necessary due diligence exercises on counterparties.

Risks still exist, with the most prevalent examples being

— Credit - a buyer may not pay for the goods owing to insolvency or wilful default.

— Sovereign — introduction of laws and/or regulations that may prevent settlement.",1c13544248fda6951a76950a332e334a_10_3,0
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,text,"— Transit - damage, loss, or theft during the movement of goods.

— Exchange - movements in exchange rates can easily create an unexpected profit or loss.",1c13544248fda6951a76950a332e334a_10_4,0
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,text,"The exporter needs to have a certain amount of trust in the importer. As such, itis useful for the exporter to obtain an awareness of not only the financial standing of the importer, but also an insight into historical trading activities including payment delays and any instances of non-payment. The political stability of a country may additionally need to be considered as well as the choice of currency to settle the transaction. In all trading circumstances, there must be an understanding that",1c13544248fda6951a76950a332e334a_10_5,0
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,text,one of the parties will take out necessary insurance cover for the transit of the goods.,1c13544248fda6951a76950a332e334a_10_6,0
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,text,1/19,1c13544248fda6951a76950a332e334a_10_7,0
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,figure,"O contract Sc! mm OY""! principal drawee e @ Shipment of goods Prepare E> documents @ ® Documents Payment/ Collection instruction against accepted bill and documents payment/ acceptance ® Collection instruction and documents @ Payment/accepted bill Remitting Collecting/ bank presenting bank",1c13544248fda6951a76950a332e334a_10_8,0
What is the first step in the collections workflow process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Contract""]",10,figure,,1c13544248fda6951a76950a332e334a_10_9,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,text,"18//

A Guide to Trade Finance

2.4.2 Key considerations",1c13544248fda6951a76950a332e334a_10_0,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,text,"Parties involved:

— Principal - the party entrusting the handling of a collection to a bank.

— Remitting bank - the bank to which the principal has entrusted the handling of a collection.

— Collecting bank - any bank, other than the remitting bank, involved in processing the collection.

— Presenting bank - the collecting bank making presentation to the drawee.

— Drawee - the party to whom presentation is made for payment, acceptance, or other specified consideration.",1c13544248fda6951a76950a332e334a_10_1,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,text,"See also Section 2.8: ICC rules and standards

2.4.3 Workflow

Figure 7: Collections workflow

Source: David Meynell

Copyright® 2020 Deutsche Bank AG. All rights reserved",1c13544248fda6951a76950a332e334a_10_2,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,text,"2.4.4 In practice

As noted in the risk ladder diagram (see Figure 4), collections sit between open account and documentary credits. However, this does not absolve participants from undergoing necessary due diligence exercises on counterparties.

Risks still exist, with the most prevalent examples being

— Credit - a buyer may not pay for the goods owing to insolvency or wilful default.

— Sovereign — introduction of laws and/or regulations that may prevent settlement.",1c13544248fda6951a76950a332e334a_10_3,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,text,"— Transit - damage, loss, or theft during the movement of goods.

— Exchange - movements in exchange rates can easily create an unexpected profit or loss.",1c13544248fda6951a76950a332e334a_10_4,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,text,"The exporter needs to have a certain amount of trust in the importer. As such, itis useful for the exporter to obtain an awareness of not only the financial standing of the importer, but also an insight into historical trading activities including payment delays and any instances of non-payment. The political stability of a country may additionally need to be considered as well as the choice of currency to settle the transaction. In all trading circumstances, there must be an understanding that",1c13544248fda6951a76950a332e334a_10_5,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,text,one of the parties will take out necessary insurance cover for the transit of the goods.,1c13544248fda6951a76950a332e334a_10_6,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,text,1/19,1c13544248fda6951a76950a332e334a_10_7,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,figure,"O contract Sc! mm OY""! principal drawee e @ Shipment of goods Prepare E> documents @ ® Documents Payment/ Collection instruction against accepted bill and documents payment/ acceptance ® Collection instruction and documents @ Payment/accepted bill Remitting Collecting/ bank presenting bank",1c13544248fda6951a76950a332e334a_10_8,0
Who is responsible for preparing documents during the collections workflow?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Remitting bank""]",10,figure,,1c13544248fda6951a76950a332e334a_10_9,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,text,"18//

A Guide to Trade Finance

2.4.2 Key considerations",1c13544248fda6951a76950a332e334a_10_0,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,text,"Parties involved:

— Principal - the party entrusting the handling of a collection to a bank.

— Remitting bank - the bank to which the principal has entrusted the handling of a collection.

— Collecting bank - any bank, other than the remitting bank, involved in processing the collection.

— Presenting bank - the collecting bank making presentation to the drawee.

— Drawee - the party to whom presentation is made for payment, acceptance, or other specified consideration.",1c13544248fda6951a76950a332e334a_10_1,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,text,"See also Section 2.8: ICC rules and standards

2.4.3 Workflow

Figure 7: Collections workflow

Source: David Meynell

Copyright® 2020 Deutsche Bank AG. All rights reserved",1c13544248fda6951a76950a332e334a_10_2,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,text,"2.4.4 In practice

As noted in the risk ladder diagram (see Figure 4), collections sit between open account and documentary credits. However, this does not absolve participants from undergoing necessary due diligence exercises on counterparties.

Risks still exist, with the most prevalent examples being

— Credit - a buyer may not pay for the goods owing to insolvency or wilful default.

— Sovereign — introduction of laws and/or regulations that may prevent settlement.",1c13544248fda6951a76950a332e334a_10_3,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,text,"— Transit - damage, loss, or theft during the movement of goods.

— Exchange - movements in exchange rates can easily create an unexpected profit or loss.",1c13544248fda6951a76950a332e334a_10_4,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,text,"The exporter needs to have a certain amount of trust in the importer. As such, itis useful for the exporter to obtain an awareness of not only the financial standing of the importer, but also an insight into historical trading activities including payment delays and any instances of non-payment. The political stability of a country may additionally need to be considered as well as the choice of currency to settle the transaction. In all trading circumstances, there must be an understanding that",1c13544248fda6951a76950a332e334a_10_5,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,text,one of the parties will take out necessary insurance cover for the transit of the goods.,1c13544248fda6951a76950a332e334a_10_6,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,text,1/19,1c13544248fda6951a76950a332e334a_10_7,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,figure,"O contract Sc! mm OY""! principal drawee e @ Shipment of goods Prepare E> documents @ ® Documents Payment/ Collection instruction against accepted bill and documents payment/ acceptance ® Collection instruction and documents @ Payment/accepted bill Remitting Collecting/ bank presenting bank",1c13544248fda6951a76950a332e334a_10_8,0
What happens after the shipment of goods in the collections process?,/home/laura/vqa-ir-qa/data/pages/1c13544248fda6951a76950a332e334a_10.png,1c13544248fda6951a76950a332e334a_10.png,"[""Prepare documents""]",10,figure,,1c13544248fda6951a76950a332e334a_10_9,0
What was the total value of loans for Caisse d'Epargne at the end of 2012?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""185.3""]",57,text,"Annex - Commercial Banking and Insurance Caisse d’Epargne network: loan outstandings (in €bn)

185.3

Other

facilities

™Real estate loans

™ Consumer loans

(OF BPCE February 17,

Results for the full year 2012",2c7f1c381087590c045a53ca9d3283b9_57_0,0
What was the total value of loans for Caisse d'Epargne at the end of 2012?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""185.3""]",57,figure,171.0 155.0 Dec. 2010 Dec. 2011 = Equipement loans Dec. 2012 = Short-term credit,2c7f1c381087590c045a53ca9d3283b9_57_1,0
What was the total value of loans for Caisse d'Epargne at the end of 2012?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""185.3""]",57,figure,% change 2012 / 2011 Consumer loans Real estate loans Short-term credit facilities +2.0% Equipment loans +11.1% Others Total loans,2c7f1c381087590c045a53ca9d3283b9_57_2,0
What was the total value of loans for Caisse d'Epargne at the end of 2012?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""185.3""]",57,figure,,2c7f1c381087590c045a53ca9d3283b9_57_3,0
Which category of loans had the highest percentage increase from 2011 to 2012?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""Equipment loans""]",57,text,"Annex - Commercial Banking and Insurance Caisse d’Epargne network: loan outstandings (in €bn)

185.3

Other

facilities

™Real estate loans

™ Consumer loans

(OF BPCE February 17,

Results for the full year 2012",2c7f1c381087590c045a53ca9d3283b9_57_0,0
Which category of loans had the highest percentage increase from 2011 to 2012?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""Equipment loans""]",57,figure,171.0 155.0 Dec. 2010 Dec. 2011 = Equipement loans Dec. 2012 = Short-term credit,2c7f1c381087590c045a53ca9d3283b9_57_1,0
Which category of loans had the highest percentage increase from 2011 to 2012?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""Equipment loans""]",57,figure,% change 2012 / 2011 Consumer loans Real estate loans Short-term credit facilities +2.0% Equipment loans +11.1% Others Total loans,2c7f1c381087590c045a53ca9d3283b9_57_2,0
Which category of loans had the highest percentage increase from 2011 to 2012?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""Equipment loans""]",57,figure,,2c7f1c381087590c045a53ca9d3283b9_57_3,0
How much did real estate loans contribute to the total in December 2011?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""48.9""]",57,text,"Annex - Commercial Banking and Insurance Caisse d’Epargne network: loan outstandings (in €bn)

185.3

Other

facilities

™Real estate loans

™ Consumer loans

(OF BPCE February 17,

Results for the full year 2012",2c7f1c381087590c045a53ca9d3283b9_57_0,0
How much did real estate loans contribute to the total in December 2011?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""48.9""]",57,figure,171.0 155.0 Dec. 2010 Dec. 2011 = Equipement loans Dec. 2012 = Short-term credit,2c7f1c381087590c045a53ca9d3283b9_57_1,0
How much did real estate loans contribute to the total in December 2011?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""48.9""]",57,figure,% change 2012 / 2011 Consumer loans Real estate loans Short-term credit facilities +2.0% Equipment loans +11.1% Others Total loans,2c7f1c381087590c045a53ca9d3283b9_57_2,0
How much did real estate loans contribute to the total in December 2011?,/home/laura/vqa-ir-qa/data/pages/2c7f1c381087590c045a53ca9d3283b9_57.png,2c7f1c381087590c045a53ca9d3283b9_57.png,"[""48.9""]",57,figure,,2c7f1c381087590c045a53ca9d3283b9_57_3,0
How many micro enterprises received financing?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""33,052""]",51,text,"EMPLOYMENT GENERATION AND PRESERVATION THROUGH SME FINANCING (1/2)

Societe Generale supports the local economy through financing of SMEs located in areas of France where the unemployment rate is above the national average and SMEs impacted by the consequences of extreme events (e.g., natural disaster, extreme weather events, public health disaster...)

Employment generation and preservation through SME financing: 2,308m€",72510d5c67b529df701e6a91fab687a8_51_0,0
How many micro enterprises received financing?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""33,052""]",51,text,"Target population: Social and Solidarity Economy enterprises Objective: Support to socioeconomic advancement and empowerment Social benefits: Reduce social exclusions and inequalities

GENERALE SOCIETE

SOCIETE GENERALE - Sustainable & Positive Impact Bonds Reporting

JUNE 2023) 51.",72510d5c67b529df701e6a91fab687a8_51_1,0
How many micro enterprises received financing?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""33,052""]",51,figure,"55,642 loans / 11,039 companies for unemployment 41,480 € average amount per loan ( ) 3.4 average remaining duration 36,047 companies for extreme events",72510d5c67b529df701e6a91fab687a8_51_2,0
How many micro enterprises received financing?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""33,052""]",51,figure,,72510d5c67b529df701e6a91fab687a8_51_3,0
How many micro enterprises received financing?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""33,052""]",51,figure,"_Number of SMEs Medium enterprises i 2,247 Small enterprises a 11,787 1) 5,000 10,000 15,000 20,000 25,000 30,000 35,000",72510d5c67b529df701e6a91fab687a8_51_4,0
How many micro enterprises received financing?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""33,052""]",51,figure,"_Estimated number of employees retained in the SMEs benefiting from the loans ——- 0 30,000 60,000 90,000 120,000 150,000 180,000 210,000 240,000",72510d5c67b529df701e6a91fab687a8_51_5,0
How many micro enterprises received financing?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""33,052""]",51,figure,,72510d5c67b529df701e6a91fab687a8_51_6,0
What is the total number of employees retained in medium enterprises due to the loans?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""184,516""]",51,text,"EMPLOYMENT GENERATION AND PRESERVATION THROUGH SME FINANCING (1/2)

Societe Generale supports the local economy through financing of SMEs located in areas of France where the unemployment rate is above the national average and SMEs impacted by the consequences of extreme events (e.g., natural disaster, extreme weather events, public health disaster...)

Employment generation and preservation through SME financing: 2,308m€",72510d5c67b529df701e6a91fab687a8_51_0,0
What is the total number of employees retained in medium enterprises due to the loans?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""184,516""]",51,text,"Target population: Social and Solidarity Economy enterprises Objective: Support to socioeconomic advancement and empowerment Social benefits: Reduce social exclusions and inequalities

GENERALE SOCIETE

SOCIETE GENERALE - Sustainable & Positive Impact Bonds Reporting

JUNE 2023) 51.",72510d5c67b529df701e6a91fab687a8_51_1,0
What is the total number of employees retained in medium enterprises due to the loans?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""184,516""]",51,figure,"55,642 loans / 11,039 companies for unemployment 41,480 € average amount per loan ( ) 3.4 average remaining duration 36,047 companies for extreme events",72510d5c67b529df701e6a91fab687a8_51_2,0
What is the total number of employees retained in medium enterprises due to the loans?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""184,516""]",51,figure,,72510d5c67b529df701e6a91fab687a8_51_3,0
What is the total number of employees retained in medium enterprises due to the loans?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""184,516""]",51,figure,"_Number of SMEs Medium enterprises i 2,247 Small enterprises a 11,787 1) 5,000 10,000 15,000 20,000 25,000 30,000 35,000",72510d5c67b529df701e6a91fab687a8_51_4,0
